Disease 1,Disease 2,Disease 3,Support
'Peptic Ulcer Disease,'Varicose Veins,'Gastroesophageal Reflux Disease',0.006389322731790431
'Allergy,'Urinary Tract Infection,'Diabetes',0.006389322731790431
'Urinary Tract Infection,'Kidney Infection,'Drug Reaction',0.006105352832599744
'Allergy,'Peptic Ulcer Disease,'Gastroesophageal Reflux Disease',0.005963367883004401
'Allergy,'Urinary Tract Infection,'Drug Reaction',0.005963367883004401
'Allergy,'Drug Reaction,'Diabetes',0.005963367883004401
'Drug Reaction,'Hypertension,'Diabetes',0.005821382933409058
'Cystitis,'Kidney Infection,'Drug Reaction',0.005821382933409058
'Urinary Tract Infection,'Hypertension,'Diabetes',0.005821382933409058
'Fungal Infection,'Drug Reaction,'Impetigo',0.005821382933409058
'Allergy,'Hypertension,'Diabetes',0.00539542808462303
'Chicken Pox,'Fungal Infection,'Itchy Skin',0.00539542808462303
'Urinary Tract Infection,'Drug Reaction,'Bladder Stones',0.005111458185432344
'Allergy,'Migraine,'Gastroesophageal Reflux Disease',0.005111458185432344
'Urinary Tract Infection,'Drug Reaction,'Hypertension',0.005111458185432344
'Cystitis,'Drug Reaction,'Bladder Stones',0.005111458185432344
'Peptic Ulcer Disease,'Typhoid,'Gastroesophageal Reflux Disease',0.005111458185432344
'Chicken Pox,'Drug Reaction,'Itchy Skin',0.004969473235837001
'Allergy,'Urinary Tract Infection,'Hypertension',0.004969473235837001
'Fungal Infection,'Drug Reaction,'Itchy Skin',0.004969473235837001
'Chicken Pox,'Dengue,'Itchy Skin',0.004827488286241658
'Fungal Infection,'Dengue,'Itchy Skin',0.004827488286241658
'Peptic Ulcer Disease,'Gerd,'Gastroesophageal Reflux Disease',0.004827488286241658
'Typhoid,'Varicose Veins,'Gastroesophageal Reflux Disease',0.004827488286241658
'Allergy,'Drug Reaction,'Hypertension',0.004827488286241658
'Peptic Ulcer Disease,'Hypertension,'Gastroesophageal Reflux Disease',0.004827488286241658
'Drug Reaction,'Dengue,'Itchy Skin',0.004685503336646316
'Chicken Pox,'Varicose Veins,'Impetigo',0.004543518387050973
'Pneumonia,'Bronchial Asthma,'Hepatitis C',0.004543518387050973
'Peptic Ulcer Disease,'Dysphagia,'Gastroesophageal Reflux Disease',0.00440153343745563
'Migraine,'Heart Attack,'Gerd',0.00440153343745563
'Pneumonia,'Typhoid,'Dengue',0.00440153343745563
'Hepatitis E,'Hepatitis D,'Hepatitis C',0.00440153343745563
'Kidney Infection,'Drug Reaction,'Bladder Stones',0.00440153343745563
'Heart Attack,'Gerd,'Peptic Ulcer',0.004259548487860287
'Hepatitis C,'Dengue,'(Vertigo) Paroymsal  Positional Vertigo',0.004259548487860287
'Fungal Infection,'Jaundice,'Psoriasis',0.004259548487860287
'Gastroenteritis,'Malaria,'Chronic Cholestasis',0.004259548487860287
'Hyperthyroidism,'Hypoglycemia,'Pneumonia',0.004259548487860287
'Diabetes ,'Drug Reaction,'Jaundice',0.004259548487860287
'Heart Attack,'Migraine,'Peptic Ulcer',0.004259548487860287
'Hyperthyroidism,'Aids,'Pneumonia',0.004259548487860287
'Allergy,'Gerd,'Gastroesophageal Reflux Disease',0.004117563538264944
'Pneumonia,'Heart Attack,'Tuberculosis',0.004117563538264944
'Pneumonia,'Bronchial Asthma,'Dry Mouth',0.004117563538264944
'Heart Attack,'Hypertension,'Hypertension ',0.004117563538264944
'Hay Fever,'Common Cold,'Dengue',0.004117563538264944
'Bronchial Asthma,'Heart Attack,'Tuberculosis',0.003975578588669601
'Pneumonia,'Common Cold,'Tuberculosis',0.003975578588669601
'Peptic Ulcer Disease,'Hypertension,'Varicose Veins',0.003975578588669601
'Bronchial Asthma,'Common Cold,'Tuberculosis',0.003975578588669601
'Hyperthyroidism,'Heart Attack,'Pneumonia',0.003975578588669601
'Hyperthyroidism,'Bronchial Asthma,'Pneumonia',0.003975578588669601
'Neck Pain,'Malaria,'Arthritis',0.003833593639074258
'Allergy,'Peptic Ulcer Disease,'Gerd',0.003833593639074258
'Heart Attack,'Cervical Spondylosis,'Hypertension',0.003833593639074258
'Heart Attack,'Cervical Spondylosis,'Hypertension ',0.003833593639074258
'Osteoarthristis,'Neck Pain,'Malaria',0.003833593639074258
'Osteoarthristis,'Malaria,'Arthritis',0.003833593639074258
'Allergy,'Dysphagia,'Gastroesophageal Reflux Disease',0.003833593639074258
'Allergy,'Peptic Ulcer Disease,'Dysphagia',0.0036916086894789152
'Bronchial Asthma,'Hepatitis C,'Hypereosinophilic Syndrome',0.0036916086894789152
'Chicken Pox,'Fungal Infection,'Tuberculosis',0.0036916086894789152
'Diabetes ,'Hepatitis E,'Jaundice',0.0036916086894789152
'Pneumonia,'Hepatitis C,'Hypereosinophilic Syndrome',0.0036916086894789152
'Diabetes ,'Hepatitis E,'Drug Reaction',0.0036916086894789152
'Varicose Veins,'Hypertension,'Gastroesophageal Reflux Disease',0.0036916086894789152
'Pneumonia,'Neck Pain,'Osteoarthristis',0.0036916086894789152
'Pneumonia,'Osteoarthristis,'Arthritis',0.0036916086894789152
'Pneumonia,'Neck Pain,'Arthritis',0.0036916086894789152
'Hyperthyroidism,'Drug Reaction,'Pneumonia',0.0035496237398835724
'Fungal Infection,'Tuberculosis,'Impetigo',0.0035496237398835724
'Hypertension,'Diabetes,'Hypertension ',0.0035496237398835724
'Dengue,'Broken Nose,'Impetigo',0.0035496237398835724
'Hyperthyroidism,'Bronchial Asthma,'Heart Attack',0.0035496237398835724
'Peptic Ulcer Diseae,'Hepatitis A,'Jaundice',0.0035496237398835724
'Heart Attack,'Malaria,'Tuberculosis',0.0035496237398835724
'Cervical Spondylosis,'Hepatitis C,'(Vertigo) Paroymsal  Positional Vertigo',0.0035496237398835724
'Hepatitis D,'Osteoarthristis,'Hepatitis A',0.0034076387902882295
'Hepatitis E,'Osteoarthristis,'Hepatitis A',0.0034076387902882295
'Typhoid,'Hepatitis C,'(Vertigo) Paroymsal  Positional Vertigo',0.0034076387902882295
'Pneumonia,'Hypoglycemia,'Aids',0.0034076387902882295
'Peptic Ulcer Diseae,'Hepatitis A,'Chronic Cholestasis',0.0034076387902882295
'Drug Reaction,'Jaundice,'Chronic Cholestasis',0.0034076387902882295
'Hepatitis E,'Osteoarthristis,'Hepatitis D',0.0034076387902882295
'Chicken Pox,'Peptic Ulcer Disease,'Varicose Veins',0.0034076387902882295
'Cervical Spondylosis,'Hepatitis C,'Typhoid',0.0034076387902882295
'Cervical Spondylosis,'Hypertension,'Diabetes',0.0034076387902882295
'Hyperthyroidism,'Bronchial Asthma,'Malaria',0.0034076387902882295
'Peptic Ulcer Disease,'Drug Reaction,'Gastroesophageal Reflux Disease',0.0032656538406928867
'Peptic Ulcer Disease,'Typhoid,'Hypertension',0.0032656538406928867
'Peptic Ulcer Diseae,'Hepatitis D,'Jaundice',0.0032656538406928867
'Chicken Pox,'Popliteal Artery Entrapment,'Varicose Veins',0.003123668891097544
'Urinary Tract Infection,'Drug Reaction,'Psoriasis',0.003123668891097544
'Urinary Tract Infection,'Cystitis,'Stress Incontinence',0.003123668891097544
'Cervical Spondylosis,'Diabetes,'Hypertension ',0.003123668891097544
